State,Routine,Timestamp,Yaw,Pitch,Roll,q1,q2,q3,q4,Vel_Yaw,Vel_Pitch,Vel_Roll,Vel_Mag,Accel_Yaw,Accel_Pitch,Accel_Roll,Target_Yaw,Target_Pitch,Target_Roll,q1_Error,q2_Error,q3_Error,q4_Error,Yaw_Error,Pitch_Error,Roll_Error,Req_InertTorque_Yaw,Req_InertTorque_Pitch,Req_InertTorque_Roll,Req_Torque_M1,Req_Torque_M2,Req_Torque_M3,Req_Torque_M4,Accel_M1,Accel_M2,Accel_M3,Accel_M4,Duty_M1,Duty_M2,Duty_M3,Duty_M4,RPM_M1,RPM_M2,RPM_M3,RPM_M4,TargetRPM_M1,TargetRPM_M2,TargetRPM_M3,TargetRPM_M4
running,attitudeInput,1619556059.6429358,1.1995657356564604,1.4930282551396425,-1.9062655475530554,-0.0167685807424562,0.01285212887023811,0.010682373426057648,0.9997197229130637,0.002228375334739685,0.0013079651423692704,2.1510323882107524e-06,0.14804539901836758,-9.768135070800781,0.34788811206817627,-0.23993715643882751,0,0,0,-0.0167685807424562,0.01285212887023811,0.010682373426057648,0.9997197229130637,1.1995657356564604,1.4930282551396425,-1.9062655475530554,-0.0005107794359414353,-0.002200539333840437,-0.0013947118568053262,0.0011667980131707415,-0.0013754284838038862,-0.0008056224103259131,0.0017366040866487152,0,0,0,0,0.04055752196094938,-0.14366481321349103,-0.05429806769258248,0.07356035648185795,0,0,0,0,0,0,0,0
running,attitudeInput,1619556059.6929088,1.198221541302362,1.492830152660764,-1.9078744358574504,-0.016782448548429658,0.012850447457322275,0.010670798310503606,0.999719635439998,-0.00041643921613693236,0.00011278954003565014,-0.0007386983805894847,0.04901446812789482,-9.784154891967773,0.33280959725379944,-0.24538135528564453,0,0,0,-0.016782448548429658,0.012850447457322275,0.010670798310503606,0.999719635439998,1.198221541302362,1.492830152660764,-1.9078744358574504,0.0005474611206817368,-0.001722249648837243,-0.0010968617538939455,0.0005820416487675575,-0.0014113711410239861,-0.0009691551196376006,0.001024257670153943,0,0,0,0,0.03851092996938141,-0.1444010773521187,-0.05453590850777185,0.07084788081372827,0,0,0,0,0,0,0,0
running,attitudeInput,1619556059.742981,1.1969665328807086,1.4948128317019391,-1.9099372021064864,-0.0168004807199861,0.012867736728884313,0.010660366660350964,0.9997192214725694,-0.0013927642288804054,0.001930639499515295,-0.00039482987165451004,0.13826044663389933,-9.783767700195312,0.3465663194656372,-0.22279086709022522,0,0,0,-0.0168004807199861,0.012867736728884313,0.010660366660350964,0.9997192214725694,1.1969665328807086,1.4948128317019391,-1.9099372021064864,0.0009384003742552058,-0.0024516460849727142,-0.0012330480207572928,0.0005401219829542077,-0.0020653502058055823,-0.001203671251058058,0.0014018009377017313,0,0,0,0,0.03834232234246741,-0.14848209815965135,-0.05532647404444331,0.07333985745767545,0,0,0,0,0,0,0,0
running,attitudeInput,1619556059.7929637,1.1956400210564309,1.4983227430589567,-1.9109962040578699,-0.016809883543924663,0.012898454085275587,0.010649419361169398,0.9997187842412084,0.00046045314192771913,1.99596422687173e-05,-0.00030145360767841294,0.03155378824626676,-9.767435073852539,0.31189897656440735,-0.2568066716194153,0,0,0,-0.016809883543924663,0.012898454085275587,0.010649419361169398,0.9997187842412084,1.1956400210564309,1.4983227430589567,-1.9109962040578699,0.0001973268273714695,-0.0016913831166899308,-0.0012689701070103903,0.0008275317989178693,-0.0012657540402680842,-0.0009670629366622627,0.0011262229025236906,0,0,0,0,0.0393074607714752,-0.14517055899123799,-0.05447023241190462,0.07202148135080856,0,0,0,0,0,0,0,0
running,attitudeInput,1619556059.8429575,1.1956220961043793,1.4986579238999822,-1.9059511357834267,-0.016765897240037946,0.012901849749771222,0.0106487433381336,0.9997194862700683,0.002722774442732334,0.0005216086017396301,-9.391582250595047e-05,0.15893147359618565,-9.763197898864746,0.3252558708190918,-0.2953941226005554,0,0,0,-0.016765897240037946,0.012901849749771222,0.0106487433381336,0.9997194862700683,1.1956220961043793,1.4986579238999822,-1.9059511357834267,-0.0007085999824674029,-0.0018924858744478765,-0.0013518970126216718,0.0012064634714663046,-0.0010876616687461617,-0.0007054076187149354,0.001588717521497531,0,0,0,0,0.04058345380327025,-0.14642020387680382,-0.053799552709301056,0.07441614497077301,0,0,0,0,0,0,0,0
running,attitudeInput,1619556059.8937593,1.1954655133539303,1.5024872281849397,-1.9014834835490102,-0.016727244187969177,0.012935695541875788,0.01064742409745708,0.9997197104402878,0.0017977224630117417,0.0027081222531348467,-0.00045550367474555924,0.18805951505920357,-9.767257690429688,0.2736388146877289,-0.22105789184570312,0,0,0,-0.016727244187969177,0.012935695541875788,0.01064742409745708,0.9997197104402878,1.1954655133539303,1.5024872281849397,-1.9014834835490102,-0.0003394564394787484,-0.0027715086071068585,-0.0012070897353055393,0.0009735573124716537,-0.0018397365550657104,-0.0007335253621987898,0.0020797685053385744,0,0,0,0,0.03953214583420757,-0.1487580378297426,-0.05374086378844038,0.07667753587550977,0,0,0,0,0,0,0,0
running,attitudeInput,1619556059.9430075,1.1958422581145571,1.501574819003131,-1.903086726513743,-0.016741192388721734,0.012927531457795342,0.010650760754424166,0.9997195470246462,-0.0012522360342741012,-0.0010375268732234835,0.0004788773632049565,0.09713080650391247,-9.76641845703125,0.26315003633499146,-0.23986758291721344,0,0,0,-0.016741192388721734,0.012927531457795342,0.010650760754424166,0.9997195470246462,1.1958422581145571,1.501574819003131,-1.903086726513743,0.0008808435203048201,-0.0012721834480144431,-0.0015812775222842882,0.0008067068457591979,-0.0012109947561901805,-0.001429557272130967,0.0005881443298184117,0,0,0,0,0.03947183046602222,-0.14787061935801504,-0.05634954589156589,0.07167050793247136,0,0,0,0,0,0,0,0
running,attitudeInput,1619556059.9928985,1.1973138565350658,1.5011432673735032,-1.9086112025095403,-0.01678951648737249,0.012923037399691376,0.010664160287768142,0.9997186518845407,-0.0015869179773330688,-0.0004015415881797671,0.0016480164168775086,0.13308790185212277,-9.768835067749023,0.29106882214546204,-0.2350471317768097,0,0,0,-0.01678951648737249,0.012923037399691376,0.010664160287768142,0.9997186518845407,1.1973138565350658,1.5011432673735032,-1.9086112025095403,0.0010158130353044895,-0.0015259910348376148,-0.0020506815341300075,0.0010909066759966137,-0.0014381827516043015,-0.0018091949616781083,0.0007198944659228068,0,0,0,0,0.04067218881701378,-0.14928066795499512,-0.05778107463709442,0.07265851613491447,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.0429158,1.1976058851622655,1.4986304026408663,-1.9086829592659396,-0.01678995109565568,0.012901065119028101,0.01066635390464584,0.9997189049704827,0.00034564528286457064,-0.0008349753891155123,-0.0009582222872972484,0.07546627449669087,-9.778281211853027,0.348105788230896,-0.24127008020877838,0,0,0,-0.01678995109565568,0.012901065119028101,0.01066635390464584,0.9997189049704827,1.1976058851622655,1.4986304026408663,-1.9086829592659396,0.00024279759486149275,-0.001349749874608203,-0.0010084722787443098,0.0006272556740475789,-0.0010402592021323252,-0.0007989394998299245,0.0008685753763499795,0,0,0,0,0.03859735303904346,-0.1477374165447006,-0.05486288495349714,0.07270301163024694,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.0929835,1.198407568808166,1.4989239397195036,-1.9055912119488096,-0.01676309457186663,0.012903796511306275,0.0106730421080005,0.9997192490235098,0.0017925894786417484,-0.0004913480345197022,-0.00021306737005710556,0.1071936146403893,-9.774087905883789,0.30218321084976196,-0.25939568877220154,0,0,0,-0.01676309457186663,0.012903796511306275,0.0106730421080005,0.9997192490235098,1.198407568808166,1.4989239397195036,-1.9055912119488096,-0.0003365896046819745,-0.0014875572951151223,-0.0013074069320304453,0.0010434787033827895,-0.0009328594548056595,-0.0008054739114352659,0.0011708642467531827,0,0,0,0,0.04059594789568314,-0.14738178551584716,-0.055347255406199926,0.07317447300533036,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.1429634,1.198202538747641,1.5033175198770024,-1.902637313030348,-0.016737693555804976,0.012942432217007919,0.01067155198632029,0.9997191910936508,0.002394304886907339,0.0015608168930709362,0.00040994459152221725,0.165434058500996,-9.763225555419922,0.32818275690078735,-0.23043511807918549,0,0,0,-0.016737693555804976,0.012942432217007919,0.01067155198632029,0.9997191910936508,1.198202538747641,1.5033175198770024,-1.902637313030348,-0.0005778522557995412,-0.0023134656780520076,-0.0015564172834428296,0.0013048548397782693,-0.001431565644693009,-0.0008962515911784704,0.0018401688932928079,0,0,0,0,0.04128459168525718,-0.14969305388849347,-0.05548333381023843,0.07567565376351224,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.1939316,1.1951774346459834,1.5078377559357048,-1.8958768721524988,-0.016678775177207908,0.012982937712845855,0.010645043888568047,0.999719933195064,0.0014119863477349281,0.0011093718956187368,-0.0012155578905344005,0.12424061582574847,-9.788305282592773,0.28449392318725586,-0.25566452741622925,0,0,0,-0.016678775177207908,0.012982937712845855,0.010645043888568047,0.999719933195064,1.1951774346459834,1.5078377559357048,-1.8958768721524988,-0.0001862620199914971,-0.0021381741204740973,-0.0009027574759118749,0.0007041995016908842,-0.00144606385123807,-0.0005724923642773923,0.0015777709886515617,0,0,0,0,0.03944126946864378,-0.15019036900318503,-0.05425747021383973,0.07509742225798906,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.2431426,1.1939739603324404,1.5082068923678245,-1.8961295098431177,-0.0166808757428929,0.012986309867411734,0.010634626009478945,0.9997199652253206,-0.0012892700764536857,0.0019197225362956524,-0.0004987552264332767,0.13554186737010646,-9.820398330688477,0.3367545008659363,-0.2341579645872116,0,0,0,-0.0166808757428929,0.012986309867411734,0.010634626009478945,0.9997199652253206,1.1939739603324404,1.5082068923678245,-1.8961295098431177,0.0008942882229939987,-0.0024627544823933806,-0.0011881192017098529,0.0005239485109798227,-0.002057609028305087,-0.0011563057777941466,0.0014252517614907628,0,0,0,0,0.03890714104122286,-0.15238288390074867,-0.056529313505533495,0.07540014143643803,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.292977,1.1926275260374624,1.5091508232992812,-1.8982905677968422,-0.01669966057536046,0.01299454060741985,0.010623259654797781,0.9997196655089748,-0.0002250747787952423,0.00033086846338910986,0.0002594521766901021,0.02732522334691653,-9.778182029724121,0.29297304153442383,-0.24699729681015015,0,0,0,-0.01669966057536046,0.01299454060741985,0.010623259654797781,0.9997196655089748,1.1926275260374624,1.5091508232992812,-1.8982905677968422,0.0004690364343942982,-0.0018282870611587463,-0.0014899190646577532,0.0008877024523467319,-0.0014586236005928572,-0.0012193612957304997,0.0011269647572090897,0,0,0,0,0.040542000801127666,-0.15232136933180054,-0.05630575792345586,0.07513564620947234,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.3429704,1.1937220002730986,1.5077810543331,-1.8985428964378903,-0.01670186416690993,0.012982407501721653,0.010632640311171707,0.999719686606612,0.0009613002617657185,-0.0011449671558141708,-4.196664929389908e-05,0.08569137285952755,-9.78641128540039,0.2785182595252991,-0.2225649356842041,0,0,0,-0.01670186416690993,0.012982407501721653,0.010632640311171707,0.999719686606612,1.1937220002730986,1.5077810543331,-1.8985428964378903,-5.46357030037657e-06,-0.0012363693011420665,-0.0013705755357954195,0.0009710749192937697,-0.0008723134530839848,-0.0009672115916848842,0.0008761767806928705,0,0,0,0,0.04047651125024991,-0.1498486137750916,-0.055940529326275044,0.07433689369906644,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.3929691,1.1912766825689767,1.5142046968468588,-1.8951465950219446,-0.016672527493920727,0.013039119818556346,0.010611841303808473,0.9997196592072524,0.001219987679719925,0.00030615151878073815,-0.0010244626054167743,0.0929467937385085,-9.785594940185547,0.3071470260620117,-0.2597914934158325,0,0,0,-0.016672527493920727,0.013039119818556346,0.010611841303808473,0.9997196592072524,1.1912766825689767,1.5142046968468588,-1.8951465950219446,-0.00010960434684819672,-0.0018242183922556414,-0.0009748632689605041,0.0007280834166635988,-0.001251166207077244,-0.0006505814397597166,0.0013286681839811262,0,0,0,0,0.03928920340968829,-0.15156329038378583,-0.05472425301414027,0.07594692977933382,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.4430218,1.192335431523803,1.5164050757839282,-1.8931807668968856,-0.016655693242746784,0.013058344612617526,0.010621168891113007,0.9997195898300525,0.0014602437582612038,0.00018784041709359736,0.0005028198039531712,0.08913911599392842,-9.78468132019043,0.32486438751220703,-0.20750927925109863,0,0,0,-0.016655693242746784,0.013058344612617526,0.010621168891113007,0.9997195898300525,1.192335431523803,1.5164050757839282,-1.8931807668968856,-0.0002060888393834878,-0.0017794030122696162,-0.0015869933097112717,0.001195037138921988,-0.00118536452851215,-0.0010493103230670585,0.0013310913443670793,0,0,0,0,0.041129192259058436,-0.15137497346686546,-0.05621348260643254,0.07557493611949136,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.4929495,1.1902746264284256,1.5151873564953913,-1.892632882468925,-0.016650570514236428,0.013048071163343524,0.010602953559175224,0.9997200026588889,0.00036532692283391954,-0.0008020641955584287,-0.0014463247233629222,0.09704196747199569,-9.775752067565918,0.29506155848503113,-0.25734516978263855,0,0,0,-0.016650570514236428,0.013048071163343524,0.010602953559175224,0.9997200026588889,1.1902746264284256,1.5151873564953913,-1.892632882468925,0.00023176163209384675,-0.0013821003618077143,-0.000804958736083415,0.00048725167002372494,-0.001059232648950826,-0.0006511318916961456,0.0008953524272784049,0,0,0,0,0.03795788645451022,-0.1514593477943583,-0.054230205020214285,0.07462397822865421,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.5430024,1.1882168572122367,1.517408663643023,-1.8929035768942177,-0.016652894511544378,0.013067724380447508,0.010585349473755954,0.9997198938004698,-8.506626218557356e-05,0.000511078079180792,-0.0017594539994001384,0.10508919808820823,-9.77625846862793,0.3065282106399536,-0.21038979291915894,0,0,0,-0.016652894511544378,0.013067724380447508,0.010585349473755954,0.9997198938004698,1.1882168572122367,1.517408663643023,-1.8929035768942177,0.0004119716502957481,-0.0019099222466148506,-0.0006774100192917008,0.00033334724449450353,-0.0014961729459107747,-0.0006246551920752399,0.0012048649983300377,0,0,0,0,0.03764425014270101,-0.15317861782794245,-0.054429103482993055,0.07590706148765043,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.5930011,1.1890078291958093,1.5207599963484708,-1.8943871335819418,-0.016666224532082944,0.01309671012147024,0.010592898621577486,0.9997192124004787,-0.0003821218419075012,0.0010229833449199796,0.00018413705140352295,0.06345151198420754,-9.765336036682129,0.2689889073371887,-0.19612917304039001,0,0,0,-0.016666224532082944,0.01309671012147024,0.010592898621577486,0.9997192124004787,1.1890078291958093,1.5207599963484708,-1.8943871335819418,0.0005310964131677923,-0.002118467331448831,-0.0014558314632751553,0.0008416573623391976,-0.0016857535533970367,-0.0012171992375539958,0.0013102116781822382,0,0,0,0,0.039478798055688054,-0.15403657647208358,-0.056277974778309724,0.0759299557494619,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.6429856,1.1865123906088075,1.5229269125251068,-1.8941851475604834,-0.016664368757699728,0.013115996378603705,0.010571414758440473,0.9997192179021612,0.0004570081797242165,-0.0005161109122484922,-0.000961267712116241,0.0677754235092461,-9.802267074584961,0.3099343776702881,-0.26316583156585693,0,0,0,-0.016664368757699728,0.013115996378603705,0.010571414758440473,0.9997192179021612,1.1865123906088075,1.5229269125251068,-1.8941851475604834,0.0001954022868569018,-0.0015053467109207518,-0.0009948663125154298,0.0006343915749057784,-0.0011335260083768662,-0.0007725618570016528,0.0009953557262809916,0,0,0,0,0.03814887977810196,-0.15282703961520483,-0.054260527838601365,0.07504529455470545,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.693057,1.1857602276788428,1.5234123191721038,-1.889772944411891,-0.01662583261938519,0.013120747342299278,0.010564416975926695,0.9997198711503391,0.00185391148224473,-0.0011469232824668288,-0.00022875736147165253,0.12559086832896024,-9.763860702514648,0.260942280292511,-0.2636445164680481,0,0,0,-0.01662583261938519,0.013120747342299278,0.010564416975926695,0.9997198711503391,1.1857602276788428,1.5234123191721038,-1.889772944411891,-0.00036423362963914366,-0.0012536418192150196,-0.0012869573720493892,0.0010387923196011556,-0.0007576825968189661,-0.0007812402501471279,0.001015234666272994,0,0,0,0,0.0398899665076239,-0.15305225406499373,-0.054409955729316256,0.07544972984330138,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.744084,1.1872342797867144,1.5199983433521442,-1.8869467840920573,-0.01660104332327473,0.013091009973971366,0.010576466913555323,0.9997205455356345,2.8597001433372515e-05,-0.0007795268877446651,0.000706081887185574,0.06028408022673461,-9.803003311157227,0.2965909540653229,-0.25955888628959656,0,0,0,-0.01660104332327473,0.013091009973971366,0.010576466913555323,0.9997205455356345,1.1872342797867144,1.5199983433521442,-1.8869467840920573,0.00036532955814137433,-0.001396719302402985,-0.001662465364699578,0.001046377028902013,-0.00111679319410812,-0.001304704036831664,0.0008584661861784689,0,0,0,0,0.03961508142630365,-0.15367591354943916,-0.05632454113159161,0.07464739884415121,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.7929034,1.1869593260569065,1.5179299351121431,-1.8844178955257138,-0.016578766370350856,0.013073237846231978,0.01057348495785631,0.9997211793163627,0.0007496232134103775,-0.0006005149891637265,-2.349293470382645e-05,0.05504884549162526,-9.770607948303223,0.2829321026802063,-0.2488255649805069,0,0,0,-0.016578766370350856,0.013073237846231978,0.01057348495785631,0.9997211793163627,1.1869593260569065,1.5179299351121431,-1.8844178955257138,7.64134875975055e-05,-0.0014660045911078258,-0.0013702463460767262,0.000941894235579787,-0.0010636380352501103,-0.000995926730834097,0.0010096055399958,0,0,0,0,0.0395384008548294,-0.15346211496542395,-0.055063502226703864,0.07424369459354947,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.8429127,1.1853073968200267,1.5217116988283306,-1.8830888584964118,-0.016567317194077266,0.01310659237008601,0.010559459244320382,0.9997210806309442,-0.0008068580213189125,0.000703418979138136,0.0005618125697970395,0.06926515886641076,-9.774641990661621,0.3570970296859741,-0.26335403323173523,0,0,0,-0.016567317194077266,0.01310659237008601,0.010559459244320382,0.9997210806309442,1.1853073968200267,1.5217116988283306,-1.8830888584964118,0.000698746137136717,-0.001991931334271516,-0.0016025384526086005,0.0008861217410030993,-0.001655552220069995,-0.0013802098729003773,0.001161464088172717,0,0,0,0,0.03961946692628981,-0.15563293186003432,-0.05706723872818157,0.07515988605814256,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.8931684,1.1844583612763828,1.5212277595207946,-1.8813363335314883,-0.016551887959805698,0.013102654489084388,0.010551782884284369,0.9997214688743404,0.0009264478427171707,-0.0024108247573524713,-0.00024836077034473374,0.14866090510643334,-9.787430763244629,0.31853824853897095,-0.24006037414073944,0,0,0,-0.016551887959805698,0.013102654489084388,0.010551782884284369,0.9997214688743404,1.1844583612763828,1.5212277595207946,-1.8813363335314883,5.07361791213625e-06,-0.0007457199001039555,-0.001277467494057249,0.0009015121329778559,-0.0005290973930446722,-0.000905099722608677,0.0005255098034138509,0,0,0,0,0.039528673554037226,-0.15247641367164025,-0.05544257441558925,0.0723920188100882,0,0,0,0,0,0,0,0
running,attitudeInput,1619556060.9429936,1.1856505673025788,1.522049166147348,-1.8788455926485574,-0.0165303671049251,0.013109878020023946,0.010562015672668668,0.9997216221962026,0.0013598415967822075,-0.0016282519766166806,0.0005082624530792241,0.1249876193297859,-9.793719291687012,0.2601121962070465,-0.25124591588974,0,0,0,-0.0165303671049251,0.013109878020023946,0.010562015672668668,0.9997216221962026,1.1856505673025788,1.522049166147348,-1.8788455926485574,-0.0001687723094720434,-0.0010596917677514542,-0.001581451972368016,0.0011779254360343632,-0.0006896452126925149,-0.0010585853915301665,0.0008089852571967112,0,0,0,0,0.04069771324242972,-0.15298855378131987,-0.0562889624210827,0.0739330296026669,0,0,0,0,0,0,0,0
